ts_ms,level,repeat,mem_used_mb,mem_total_mb,load1,proc_count,swap_used_mb,booted
1786858234956,4,2,26817,32768,916.54,5205,36861.62,27
1786858279395,4,2,27616,32768,680.83,5218,37303.12,27
1786858337299,4,2,27317,32768,304.23,5201,37451.00,27
1786858343732,4,2,27254,32768,285.88,5172,37373.69,27
1786858388852,4,2,27165,32768,211.17,5161,37629.56,27
1786858395674,4,2,27131,32768,214.99,5165,37596.44,27
1786858424968,4,2,26970,32768,238.33,5172,37548.88,27
1786858431375,4,2,26908,32768,226.85,5175,37525.19,27
1786858439493,4,2,26158,32768,228.30,5176,37505.62,27
1786858447216,4,2,27194,32768,239.00,5198,37947.62,27
1786858453408,4,2,27361,32768,254.37,5191,37903.06,27
1786858462236,4,2,27107,32768,239.78,5184,37879.00,27
1786858468690,4,2,28162,32768,221.62,5179,38236.12,27
